employeeId;LT020001;LT020022;LT020024;LT020021;LT020008;LT020023;LT020019;LT020018;LT020004;LT020009;LT000003;LT020089;LT020025;LT020026;Sum
LT00866;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT00866;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT01137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01137;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00099;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00101;0;0;0;12;0;0;0;0;0;0;0;0;0;0;"LT00101;0;0;0;12;0;0;0;0;0;0;0;0;0;0"
LT00210;0;0;0;12;0;0;0;0;0;0;0;0;0;0;"LT00210;0;0;0;12;0;0;0;0;0;0;0;0;0;0"
LT00243;0;0;0;6;0;0;0;0;0;0;0;0;0;0;"LT00243;0;0;0;6;0;0;0;0;0;0;0;0;0;0"
LT00274;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT00274;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT00487;0;0;0;3;0;0;0;0;0;0;0;0;0;0;"LT00487;0;0;0;3;0;0;0;0;0;0;0;0;0;0"
LT00500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT00500;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT00538;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT00538;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT00595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00595;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00723;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00758;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00816;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT00816;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT00846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00846;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00867;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00921;0;0;0;3;0;0;0;0;0;0;0;0;0;0;"LT00921;0;0;0;3;0;0;0;0;0;0;0;0;0;0"
LT00937;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT00937;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT00948;0;0;0;8;0;0;0;0;0;0;0;0;0;0;"LT00948;0;0;0;8;0;0;0;0;0;0;0;0;0;0"
LT02735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02735;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02834;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT02834;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT03131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03131;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03257;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT03257;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT03258;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT03258;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT03259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03259;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03408;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03583;0;0;0;5;0;0;0;0;0;0;0;0;0;0;"LT03583;0;0;0;5;0;0;0;0;0;0;0;0;0;0"
LT00023;0;0;0;12;0;0;0;0;0;0;0;0;0;0;"LT00023;0;0;0;12;0;0;0;0;0;0;0;0;0;0"
LT01370;0;0;0;7;0;0;0;0;0;0;0;0;0;0;"LT01370;0;0;0;7;0;0;0;0;0;0;0;0;0;0"
LT02705;0;0;0;4;0;0;0;0;0;0;0;0;0;0;"LT02705;0;0;0;4;0;0;0;0;0;0;0;0;0;0"
LT02875;0;0;0;6;0;0;0;0;0;0;0;0;0;0;"LT02875;0;0;0;6;0;0;0;0;0;0;0;0;0;0"
LT03427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03427;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03655;0;0;0;3;0;0;0;0;0;0;0;0;0;0;"LT03655;0;0;0;3;0;0;0;0;0;0;0;0;0;0"
LT03719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03719;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03770;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00004;0;0;0;10;0;0;0;0;0;0;0;0;0;0;"LT00004;0;0;0;10;0;0;0;0;0;0;0;0;0;0"
LT00089;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT00089;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT00117;0;0;0;7;0;0;0;0;0;0;0;0;0;0;"LT00117;0;0;0;7;0;0;0;0;0;0;0;0;0;0"
LT00169;0;0;0;3;0;0;0;0;0;0;0;0;0;0;"LT00169;0;0;0;3;0;0;0;0;0;0;0;0;0;0"
LT00197;0;0;0;4;0;0;0;0;0;0;0;0;0;0;"LT00197;0;0;0;4;0;0;0;0;0;0;0;0;0;0"
LT00255;0;0;0;8;0;0;0;0;0;0;0;0;0;0;"LT00255;0;0;0;8;0;0;0;0;0;0;0;0;0;0"
LT00313;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT00313;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT00323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00323;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00328;0;0;0;7;0;0;0;0;0;0;0;0;0;0;"LT00328;0;0;0;7;0;0;0;0;0;0;0;0;0;0"
LT00437;0;0;0;5;0;0;0;0;0;0;0;0;0;0;"LT00437;0;0;0;5;0;0;0;0;0;0;0;0;0;0"
LT00446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00446;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00468;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00495;0;0;0;4;0;0;0;0;0;0;0;0;0;0;"LT00495;0;0;0;4;0;0;0;0;0;0;0;0;0;0"
LT00525;0;0;0;10;0;0;0;0;0;0;0;0;0;0;"LT00525;0;0;0;10;0;0;0;0;0;0;0;0;0;0"
LT00751;0;0;0;7;0;0;0;0;0;0;0;0;0;0;"LT00751;0;0;0;7;0;0;0;0;0;0;0;0;0;0"
LT00950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00950;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02553;0;0;0;10;0;0;0;0;0;0;0;0;0;0;"LT02553;0;0;0;10;0;0;0;0;0;0;0;0;0;0"
LT02559;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT02559;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT02594;0;0;0;9;0;0;0;0;0;0;0;0;0;0;"LT02594;0;0;0;9;0;0;0;0;0;0;0;0;0;0"
LT02595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02595;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02906;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT02906;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT03200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03200;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00691;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02897;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT02897;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT03043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03043;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00088;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT00088;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT00426;0;0;0;12;0;0;0;0;0;0;0;0;0;0;"LT00426;0;0;0;12;0;0;0;0;0;0;0;0;0;0"
LT00676;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT00676;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT03006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03006;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03009;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT03009;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT03010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03010;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03012;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03041;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03829;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00311;0;0;0;6;0;0;0;0;0;0;0;0;0;0;"LT00311;0;0;0;6;0;0;0;0;0;0;0;0;0;0"
LT02023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02023;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02305;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT02305;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT03095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03095;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03235;0;0;0;4;0;0;0;0;0;0;0;0;0;0;"LT03235;0;0;0;4;0;0;0;0;0;0;0;0;0;0"
LT00180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00180;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00206;0;0;0;4;0;0;0;0;0;0;0;0;0;0;"LT00206;0;0;0;4;0;0;0;0;0;0;0;0;0;0"
LT00408;0;0;0;3;0;0;0;0;0;0;0;0;0;0;"LT00408;0;0;0;3;0;0;0;0;0;0;0;0;0;0"
LT00420;0;0;0;5;0;0;0;0;0;0;0;0;0;0;"LT00420;0;0;0;5;0;0;0;0;0;0;0;0;0;0"
LT00457;0;0;0;4;0;0;0;0;0;0;0;0;0;0;"LT00457;0;0;0;4;0;0;0;0;0;0;0;0;0;0"
LT00458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00458;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00459;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00569;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT00569;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT00586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00586;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00833;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT00833;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT00887;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT00887;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT00904;0;0;0;3;0;0;0;0;0;0;0;0;0;0;"LT00904;0;0;0;3;0;0;0;0;0;0;0;0;0;0"
LT01053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01053;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01855;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02731;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02741;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02742;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02743;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02744;0;0;0;8;0;0;0;0;0;0;0;0;0;0;"LT02744;0;0;0;8;0;0;0;0;0;0;0;0;0;0"
LT02745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02745;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02746;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02985;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02989;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT02989;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT02990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02990;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02991;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03038;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03175;0;0;0;3;0;0;0;0;0;0;0;0;0;0;"LT03175;0;0;0;3;0;0;0;0;0;0;0;0;0;0"
LT03195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03195;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03196;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03261;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT03261;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT03322;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT03322;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT03348;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT03348;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT03426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03426;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03551;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03589;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT03589;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT03675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03675;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03681;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03768;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03793;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03828;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00539;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00565;0;0;0;4;0;0;0;0;0;0;0;0;0;0;"LT00565;0;0;0;4;0;0;0;0;0;0;0;0;0;0"
LT02898;0;0;0;6;0;0;0;0;0;0;0;0;0;0;"LT02898;0;0;0;6;0;0;0;0;0;0;0;0;0;0"
LT03297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03297;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03835;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00335;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00672;0;0;0;5;0;0;0;0;0;0;0;0;0;0;"LT00672;0;0;0;5;0;0;0;0;0;0;0;0;0;0"
LT00852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00852;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01520;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01521;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT01521;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT00010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00010;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00236;0;0;0;12;0;0;0;0;0;0;0;0;0;0;"LT00236;0;0;0;12;0;0;0;0;0;0;0;0;0;0"
LT01384;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT01384;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT03309;0;0;0;7;0;0;0;0;0;0;0;0;0;0;"LT03309;0;0;0;7;0;0;0;0;0;0;0;0;0;0"
LT03311;0;0;0;9;0;0;0;0;0;0;0;0;0;0;"LT03311;0;0;0;9;0;0;0;0;0;0;0;0;0;0"
LT00804;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT00804;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT00044;0;0;0;11;0;0;0;0;0;0;0;0;0;0;"LT00044;0;0;0;11;0;0;0;0;0;0;0;0;0;0"
LT00218;0;0;0;12;0;0;0;0;0;0;0;0;0;0;"LT00218;0;0;0;12;0;0;0;0;0;0;0;0;0;0"
LT00241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00241;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00491;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00497;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00730;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00783;0;0;0;7;0;0;0;0;0;0;0;0;0;0;"LT00783;0;0;0;7;0;0;0;0;0;0;0;0;0;0"
LT00803;0;0;0;7;0;0;0;0;0;0;0;0;0;0;"LT00803;0;0;0;7;0;0;0;0;0;0;0;0;0;0"
LT01430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01430;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01523;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02348;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02752;0;0;0;5;0;0;0;0;0;0;0;0;0;0;"LT02752;0;0;0;5;0;0;0;0;0;0;0;0;0;0"
LT02799;0;0;0;5;0;0;0;0;0;0;0;0;0;0;"LT02799;0;0;0;5;0;0;0;0;0;0;0;0;0;0"
LT03377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03377;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03477;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03653;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03727;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03787;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00608;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT00608;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT01464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01464;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01275;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02734;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT02734;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT00215;0;0;0;4;0;0;0;0;0;0;0;0;0;0;"LT00215;0;0;0;4;0;0;0;0;0;0;0;0;0;0"
LT00529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00529;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00770;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00138;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00505;0;0;0;3;0;0;0;0;0;0;0;0;0;0;"LT00505;0;0;0;3;0;0;0;0;0;0;0;0;0;0"
LT00544;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT00544;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT00817;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT00817;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT00818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00818;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02400;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03380;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03453;0;0;0;3;0;0;0;0;0;0;0;0;0;0;"LT03453;0;0;0;3;0;0;0;0;0;0;0;0;0;0"
LT03454;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT03454;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT03455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03455;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02754;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02894;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02895;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00184;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00511;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01510;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01959;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00609;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00558;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00764;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03018;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00013;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00014;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00053;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00057;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00061;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00064;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00067;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00090;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00092;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
